id,transcricao,confidence,duracao_segundos,atendente_id,data,transcricao_limpo
177,Seu protocolo é 123456. Alguma outra dúvida?,0.9588035892222482,53,AT010,2024-11-01,seu protocolo e 123456 alguma outra duvida
179,Obrigado por aguardar. Já localizei sua solicitação.,0.8453350851372874,459,AT038,2024-11-18,obrigado por aguardar ja localizei sua solicitacao
183,Seu protocolo é 123456. Alguma outra dúvida?,0.6234573058754697,158,AT011,2024-11-25,seu protocolo e 123456 alguma outra duvida
193,Obrigado por aguardar. Já localizei sua solicitação.,0.6236526362366908,152,AT040,2024-11-18,obrigado por aguardar ja localizei sua solicitacao
199,Obrigado por aguardar. Já localizei sua solicitação.,0.6984845287430441,453,AT016,2024-11-24,obrigado por aguardar ja localizei sua solicitacao
201,Seu protocolo é 123456. Alguma outra dúvida?,0.7339313417119719,420,AT010,2024-11-10,seu protocolo e 123456 alguma outra duvida
203,Obrigado por aguardar. Já localizei sua solicitação.,0.8577291937135179,172,AT024,2024-11-09,obrigado por aguardar ja localizei sua solicitacao
204,Obrigado por aguardar. Já localizei sua solicitação.,0.9371919865050736,136,AT043,2024-11-02,obrigado por aguardar ja localizei sua solicitacao
207,Seu protocolo é 123456. Alguma outra dúvida?,0.7022248111045468,206,AT018,2024-11-22,seu protocolo e 123456 alguma outra duvida
209,Obrigado por aguardar. Já localizei sua solicitação.,0.6476360373143522,537,AT003,2024-11-11,obrigado por aguardar ja localizei sua solicitacao
210,Obrigado por aguardar. Já localizei sua solicitação.,0.9246018115650204,183,AT037,2024-11-27,obrigado por aguardar ja localizei sua solicitacao
211,Obrigado por aguardar. Já localizei sua solicitação.,0.8924672127681026,426,AT025,2024-11-04,obrigado por aguardar ja localizei sua solicitacao
212,Obrigado por aguardar. Já localizei sua solicitação.,0.6873893738085053,311,AT001,2024-11-22,obrigado por aguardar ja localizei sua solicitacao
213,Seu protocolo é 123456. Alguma outra dúvida?,0.6323957877107934,581,AT028,2024-11-13,seu protocolo e 123456 alguma outra duvida
217,Obrigado por aguardar. Já localizei sua solicitação.,0.6814919783016962,172,AT023,2024-11-01,obrigado por aguardar ja localizei sua solicitacao
218,Obrigado por aguardar. Já localizei sua solicitação.,0.9060705071261992,377,AT020,2024-11-15,obrigado por aguardar ja localizei sua solicitacao
221,Seu protocolo é 123456. Alguma outra dúvida?,0.7738344395900296,51,AT018,2024-11-25,seu protocolo e 123456 alguma outra duvida
224,Seu protocolo é 123456. Alguma outra dúvida?,0.8103501135133537,395,AT042,2024-11-08,seu protocolo e 123456 alguma outra duvida
227,Seu protocolo é 123456. Alguma outra dúvida?,0.9292431427411956,233,AT002,2024-11-05,seu protocolo e 123456 alguma outra duvida
230,Seu protocolo é 123456. Alguma outra dúvida?,0.9160396622469688,477,AT046,2024-11-16,seu protocolo e 123456 alguma outra duvida
232,Obrigado por aguardar. Já localizei sua solicitação.,0.9351658174933006,50,AT024,2024-11-22,obrigado por aguardar ja localizei sua solicitacao
235,Seu protocolo é 123456. Alguma outra dúvida?,0.6861350862938195,165,AT034,2024-11-06,seu protocolo e 123456 alguma outra duvida
236,Obrigado por aguardar. Já localizei sua solicitação.,0.6025071889006313,83,AT045,2024-11-18,obrigado por aguardar ja localizei sua solicitacao
237,Seu protocolo é 123456. Alguma outra dúvida?,0.9296908684500717,228,AT050,2024-11-15,seu protocolo e 123456 alguma outra duvida
238,Seu protocolo é 123456. Alguma outra dúvida?,0.6103484767793864,54,AT002,2024-11-20,seu protocolo e 123456 alguma outra duvida
239,Seu protocolo é 123456. Alguma outra dúvida?,0.7954567400089382,497,AT014,2024-11-05,seu protocolo e 123456 alguma outra duvida
240,Obrigado por aguardar. Já localizei sua solicitação.,0.8144056453999233,594,AT022,2024-11-08,obrigado por aguardar ja localizei sua solicitacao
247,Obrigado por aguardar. Já localizei sua solicitação.,0.6395121585025191,325,AT016,2024-11-25,obrigado por aguardar ja localizei sua solicitacao
254,Seu protocolo é 123456. Alguma outra dúvida?,0.823866003047433,350,AT034,2024-11-27,seu protocolo e 123456 alguma outra duvida
256,Obrigado por aguardar. Já localizei sua solicitação.,0.6659146047424926,369,AT018,2024-11-12,obrigado por aguardar ja localizei sua solicitacao
258,Obrigado por aguardar. Já localizei sua solicitação.,0.8700405763385064,456,AT018,2024-11-16,obrigado por aguardar ja localizei sua solicitacao
261,Obrigado por aguardar. Já localizei sua solicitação.,0.7845957546305293,210,AT030,2024-11-26,obrigado por aguardar ja localizei sua solicitacao
265,Seu protocolo é 123456. Alguma outra dúvida?,0.9734673748373038,587,AT030,2024-11-01,seu protocolo e 123456 alguma outra duvida
267,Seu protocolo é 123456. Alguma outra dúvida?,0.6805580838748271,31,AT040,2024-11-09,seu protocolo e 123456 alguma outra duvida
269,Obrigado por aguardar. Já localizei sua solicitação.,0.9708294833317668,388,AT019,2024-11-13,obrigado por aguardar ja localizei sua solicitacao
272,Obrigado por aguardar. Já localizei sua solicitação.,0.7842002539737029,99,AT005,2024-11-15,obrigado por aguardar ja localizei sua solicitacao
273,Obrigado por aguardar. Já localizei sua solicitação.,0.8454397011342105,395,AT032,2024-11-14,obrigado por aguardar ja localizei sua solicitacao
274,Seu protocolo é 123456. Alguma outra dúvida?,0.7991312590011167,123,AT006,2024-11-08,seu protocolo e 123456 alguma outra duvida
276,Seu protocolo é 123456. Alguma outra dúvida?,0.9210975266072036,271,AT010,2024-11-07,seu protocolo e 123456 alguma outra duvida
278,Obrigado por aguardar. Já localizei sua solicitação.,0.9264117695288686,333,AT038,2024-11-07,obrigado por aguardar ja localizei sua solicitacao
290,Obrigado por aguardar. Já localizei sua solicitação.,0.6502227152320362,550,AT017,2024-11-20,obrigado por aguardar ja localizei sua solicitacao
293,Seu protocolo é 123456. Alguma outra dúvida?,0.8350976775388341,424,AT002,2024-11-05,seu protocolo e 123456 alguma outra duvida
296,Seu protocolo é 123456. Alguma outra dúvida?,0.8949639159471772,55,AT038,2024-11-22,seu protocolo e 123456 alguma outra duvida
297,Obrigado por aguardar. Já localizei sua solicitação.,0.6867219710841187,377,AT029,2024-11-18,obrigado por aguardar ja localizei sua solicitacao
299,Seu protocolo é 123456. Alguma outra dúvida?,0.8972001747703087,436,AT050,2024-11-06,seu protocolo e 123456 alguma outra duvida
300,Obrigado por aguardar. Já localizei sua solicitação.,0.9531023363581212,273,AT046,2024-11-22,obrigado por aguardar ja localizei sua solicitacao
302,Obrigado por aguardar. Já localizei sua solicitação.,0.8689392621814358,285,AT034,2024-11-15,obrigado por aguardar ja localizei sua solicitacao
304,Obrigado por aguardar. Já localizei sua solicitação.,0.6854547692505103,344,AT001,2024-11-12,obrigado por aguardar ja localizei sua solicitacao
306,Seu protocolo é 123456. Alguma outra dúvida?,0.6057512909563093,581,AT042,2024-11-26,seu protocolo e 123456 alguma outra duvida
307,Seu protocolo é 123456. Alguma outra dúvida?,0.8677314858906874,44,AT030,2024-11-12,seu protocolo e 123456 alguma outra duvida
308,Seu protocolo é 123456. Alguma outra dúvida?,0.7359289548349759,564,AT027,2024-11-23,seu protocolo e 123456 alguma outra duvida
310,Seu protocolo é 123456. Alguma outra dúvida?,0.6860493746640057,339,AT001,2024-11-22,seu protocolo e 123456 alguma outra duvida
312,Obrigado por aguardar. Já localizei sua solicitação.,0.8636664019511566,155,AT044,2024-11-10,obrigado por aguardar ja localizei sua solicitacao
313,Seu protocolo é 123456. Alguma outra dúvida?,0.9240201385990268,469,AT043,2024-11-19,seu protocolo e 123456 alguma outra duvida
315,Seu protocolo é 123456. Alguma outra dúvida?,0.8347103653116211,280,AT045,2024-11-13,seu protocolo e 123456 alguma outra duvida
317,Obrigado por aguardar. Já localizei sua solicitação.,0.8273064807806241,237,AT028,2024-11-10,obrigado por aguardar ja localizei sua solicitacao
318,Obrigado por aguardar. Já localizei sua solicitação.,0.7858862271183148,270,AT021,2024-11-21,obrigado por aguardar ja localizei sua solicitacao
319,Obrigado por aguardar. Já localizei sua solicitação.,0.7928842695300131,191,AT036,2024-11-06,obrigado por aguardar ja localizei sua solicitacao
320,Obrigado por aguardar. Já localizei sua solicitação.,0.8352678823719755,591,AT033,2024-11-02,obrigado por aguardar ja localizei sua solicitacao
321,Obrigado por aguardar. Já localizei sua solicitação.,0.7295217252610953,521,AT014,2024-11-28,obrigado por aguardar ja localizei sua solicitacao
325,Seu protocolo é 123456. Alguma outra dúvida?,0.7504068372735464,373,AT024,2024-11-07,seu protocolo e 123456 alguma outra duvida
326,Seu protocolo é 123456. Alguma outra dúvida?,0.9355090201590032,40,AT011,2024-11-30,seu protocolo e 123456 alguma outra duvida
330,Seu protocolo é 123456. Alguma outra dúvida?,0.9206796080417788,73,AT013,2024-11-02,seu protocolo e 123456 alguma outra duvida
332,Seu protocolo é 123456. Alguma outra dúvida?,0.7177031479400544,539,AT038,2024-11-25,seu protocolo e 123456 alguma outra duvida
336,Obrigado por aguardar. Já localizei sua solicitação.,0.7946944052053204,151,AT003,2024-11-02,obrigado por aguardar ja localizei sua solicitacao
341,Seu protocolo é 123456. Alguma outra dúvida?,0.9658036419524298,108,AT028,2024-11-27,seu protocolo e 123456 alguma outra duvida
342,Obrigado por aguardar. Já localizei sua solicitação.,0.8196568058418219,549,AT013,2024-11-02,obrigado por aguardar ja localizei sua solicitacao
343,Obrigado por aguardar. Já localizei sua solicitação.,0.8520903424421374,191,AT022,2024-11-12,obrigado por aguardar ja localizei sua solicitacao
346,Obrigado por aguardar. Já localizei sua solicitação.,0.9632903430662612,198,AT026,2024-11-25,obrigado por aguardar ja localizei sua solicitacao
347,Seu protocolo é 123456. Alguma outra dúvida?,0.7268625468253037,447,AT031,2024-11-12,seu protocolo e 123456 alguma outra duvida
348,Seu protocolo é 123456. Alguma outra dúvida?,0.93752213226549,83,AT048,2024-11-30,seu protocolo e 123456 alguma outra duvida
350,Seu protocolo é 123456. Alguma outra dúvida?,0.8434436450868252,324,AT009,2024-11-12,seu protocolo e 123456 alguma outra duvida
360,Seu protocolo é 123456. Alguma outra dúvida?,0.9279786176407844,342,AT046,2024-11-03,seu protocolo e 123456 alguma outra duvida
361,Obrigado por aguardar. Já localizei sua solicitação.,0.6520110352661151,580,AT021,2024-11-01,obrigado por aguardar ja localizei sua solicitacao
363,Seu protocolo é 123456. Alguma outra dúvida?,0.6788619803480529,222,AT024,2024-11-14,seu protocolo e 123456 alguma outra duvida
367,Seu protocolo é 123456. Alguma outra dúvida?,0.7673810194993304,285,AT046,2024-11-26,seu protocolo e 123456 alguma outra duvida
377,Seu protocolo é 123456. Alguma outra dúvida?,0.793588399488298,278,AT025,2024-11-18,seu protocolo e 123456 alguma outra duvida
380,Seu protocolo é 123456. Alguma outra dúvida?,0.7244287823944776,181,AT003,2024-11-19,seu protocolo e 123456 alguma outra duvida
381,Obrigado por aguardar. Já localizei sua solicitação.,0.8801920865575212,297,AT039,2024-11-12,obrigado por aguardar ja localizei sua solicitacao
382,Obrigado por aguardar. Já localizei sua solicitação.,0.9275900010211672,428,AT001,2024-11-04,obrigado por aguardar ja localizei sua solicitacao
383,Obrigado por aguardar. Já localizei sua solicitação.,0.9037421300024362,344,AT029,2024-11-08,obrigado por aguardar ja localizei sua solicitacao
388,Seu protocolo é 123456. Alguma outra dúvida?,0.684072750520852,199,AT041,2024-11-29,seu protocolo e 123456 alguma outra duvida
390,Seu protocolo é 123456. Alguma outra dúvida?,0.9880213324887654,276,AT024,2024-11-22,seu protocolo e 123456 alguma outra duvida
398,Obrigado por aguardar. Já localizei sua solicitação.,0.7652319013428548,390,AT014,2024-11-26,obrigado por aguardar ja localizei sua solicitacao
400,Seu protocolo é 123456. Alguma outra dúvida?,0.865542661186148,262,AT015,2024-11-21,seu protocolo e 123456 alguma outra duvida
404,Seu protocolo é 123456. Alguma outra dúvida?,0.6164096765163096,180,AT026,2024-11-19,seu protocolo e 123456 alguma outra duvida
407,Seu protocolo é 123456. Alguma outra dúvida?,0.7132341042964364,350,AT001,2024-11-28,seu protocolo e 123456 alguma outra duvida
408,Obrigado por aguardar. Já localizei sua solicitação.,0.916443393426462,245,AT021,2024-11-08,obrigado por aguardar ja localizei sua solicitacao
410,Seu protocolo é 123456. Alguma outra dúvida?,0.8254079417989708,374,AT024,2024-11-25,seu protocolo e 123456 alguma outra duvida
413,Seu protocolo é 123456. Alguma outra dúvida?,0.9163134260018728,460,AT012,2024-11-20,seu protocolo e 123456 alguma outra duvida
416,Seu protocolo é 123456. Alguma outra dúvida?,0.7589643281473271,584,AT035,2024-11-09,seu protocolo e 123456 alguma outra duvida
417,Seu protocolo é 123456. Alguma outra dúvida?,0.8625098805846744,77,AT040,2024-11-21,seu protocolo e 123456 alguma outra duvida
421,Obrigado por aguardar. Já localizei sua solicitação.,0.8001399230724581,390,AT042,2024-11-26,obrigado por aguardar ja localizei sua solicitacao
424,Obrigado por aguardar. Já localizei sua solicitação.,0.7812274290048726,439,AT021,2024-11-06,obrigado por aguardar ja localizei sua solicitacao
425,Obrigado por aguardar. Já localizei sua solicitação.,0.6632172368475088,499,AT031,2024-11-04,obrigado por aguardar ja localizei sua solicitacao
427,Obrigado por aguardar. Já localizei sua solicitação.,0.8658581347182315,246,AT005,2024-11-09,obrigado por aguardar ja localizei sua solicitacao
429,Seu protocolo é 123456. Alguma outra dúvida?,0.8578710881252826,102,AT026,2024-11-02,seu protocolo e 123456 alguma outra duvida
430,Seu protocolo é 123456. Alguma outra dúvida?,0.6944276938960434,337,AT012,2024-11-17,seu protocolo e 123456 alguma outra duvida
431,Obrigado por aguardar. Já localizei sua solicitação.,0.6474537241418302,549,AT016,2024-11-20,obrigado por aguardar ja localizei sua solicitacao
435,Obrigado por aguardar. Já localizei sua solicitação.,0.8672887999143504,431,AT018,2024-11-03,obrigado por aguardar ja localizei sua solicitacao
436,Seu protocolo é 123456. Alguma outra dúvida?,0.7253371162391744,32,AT027,2024-11-02,seu protocolo e 123456 alguma outra duvida
439,Obrigado por aguardar. Já localizei sua solicitação.,0.772606227436514,386,AT026,2024-11-25,obrigado por aguardar ja localizei sua solicitacao
445,Obrigado por aguardar. Já localizei sua solicitação.,0.9281883397821468,527,AT041,2024-11-10,obrigado por aguardar ja localizei sua solicitacao
449,Seu protocolo é 123456. Alguma outra dúvida?,0.6450072156495754,36,AT016,2024-11-30,seu protocolo e 123456 alguma outra duvida
451,Obrigado por aguardar. Já localizei sua solicitação.,0.632695082509331,161,AT045,2024-11-28,obrigado por aguardar ja localizei sua solicitacao
460,Seu protocolo é 123456. Alguma outra dúvida?,0.9464979666994656,524,AT002,2024-11-21,seu protocolo e 123456 alguma outra duvida
465,Obrigado por aguardar. Já localizei sua solicitação.,0.9171956482654448,203,AT040,2024-11-27,obrigado por aguardar ja localizei sua solicitacao
467,Obrigado por aguardar. Já localizei sua solicitação.,0.6372597230452199,347,AT001,2024-11-28,obrigado por aguardar ja localizei sua solicitacao
469,Obrigado por aguardar. Já localizei sua solicitação.,0.6965209514900854,229,AT002,2024-11-26,obrigado por aguardar ja localizei sua solicitacao
470,Seu protocolo é 123456. Alguma outra dúvida?,0.8163836341645244,429,AT041,2024-11-18,seu protocolo e 123456 alguma outra duvida
474,Obrigado por aguardar. Já localizei sua solicitação.,0.975413844814712,332,AT001,2024-11-03,obrigado por aguardar ja localizei sua solicitacao
475,Seu protocolo é 123456. Alguma outra dúvida?,0.8718568981387804,154,AT012,2024-11-15,seu protocolo e 123456 alguma outra duvida
482,Obrigado por aguardar. Já localizei sua solicitação.,0.8636847763268998,471,AT015,2024-11-23,obrigado por aguardar ja localizei sua solicitacao
488,Seu protocolo é 123456. Alguma outra dúvida?,0.8876652514618697,65,AT020,2024-11-28,seu protocolo e 123456 alguma outra duvida
490,Seu protocolo é 123456. Alguma outra dúvida?,0.621481010795647,93,AT027,2024-11-25,seu protocolo e 123456 alguma outra duvida
494,Seu protocolo é 123456. Alguma outra dúvida?,0.9779845077581648,132,AT032,2024-11-09,seu protocolo e 123456 alguma outra duvida
495,Seu protocolo é 123456. Alguma outra dúvida?,0.9580556155985472,532,AT018,2024-11-18,seu protocolo e 123456 alguma outra duvida
497,Seu protocolo é 123456. Alguma outra dúvida?,0.842167803895093,170,AT022,2024-11-05,seu protocolo e 123456 alguma outra duvida
499,Seu protocolo é 123456. Alguma outra dúvida?,0.6161029278726939,455,AT045,2024-11-25,seu protocolo e 123456 alguma outra duvida
505,Obrigado por aguardar. Já localizei sua solicitação.,0.688084905590218,451,AT014,2024-11-06,obrigado por aguardar ja localizei sua solicitacao
506,Seu protocolo é 123456. Alguma outra dúvida?,0.932638796048958,166,AT048,2024-11-23,seu protocolo e 123456 alguma outra duvida
509,Obrigado por aguardar. Já localizei sua solicitação.,0.6597888973481257,370,AT045,2024-11-29,obrigado por aguardar ja localizei sua solicitacao
510,Obrigado por aguardar. Já localizei sua solicitação.,0.7478822873634979,40,AT012,2024-11-15,obrigado por aguardar ja localizei sua solicitacao
513,Obrigado por aguardar. Já localizei sua solicitação.,0.6563736180220209,534,AT022,2024-11-06,obrigado por aguardar ja localizei sua solicitacao
514,Obrigado por aguardar. Já localizei sua solicitação.,0.9365884484185178,501,AT002,2024-11-24,obrigado por aguardar ja localizei sua solicitacao
519,Seu protocolo é 123456. Alguma outra dúvida?,0.7662293722457143,102,AT012,2024-11-23,seu protocolo e 123456 alguma outra duvida
520,Obrigado por aguardar. Já localizei sua solicitação.,0.6737766493153196,498,AT037,2024-11-28,obrigado por aguardar ja localizei sua solicitacao
526,Seu protocolo é 123456. Alguma outra dúvida?,0.6347507840233105,469,AT033,2024-11-16,seu protocolo e 123456 alguma outra duvida
527,Obrigado por aguardar. Já localizei sua solicitação.,0.7539238067724214,447,AT039,2024-11-17,obrigado por aguardar ja localizei sua solicitacao
528,Obrigado por aguardar. Já localizei sua solicitação.,0.903027198764862,223,AT021,2024-11-23,obrigado por aguardar ja localizei sua solicitacao
530,Obrigado por aguardar. Já localizei sua solicitação.,0.8480822997532004,258,AT015,2024-11-09,obrigado por aguardar ja localizei sua solicitacao
531,Seu protocolo é 123456. Alguma outra dúvida?,0.9837991874536988,587,AT046,2024-11-23,seu protocolo e 123456 alguma outra duvida
536,Seu protocolo é 123456. Alguma outra dúvida?,0.9791300609483208,399,AT007,2024-11-23,seu protocolo e 123456 alguma outra duvida
537,Obrigado por aguardar. Já localizei sua solicitação.,0.922702811520699,346,AT025,2024-11-14,obrigado por aguardar ja localizei sua solicitacao
538,Seu protocolo é 123456. Alguma outra dúvida?,0.9587411196524618,409,AT044,2024-11-29,seu protocolo e 123456 alguma outra duvida
542,Obrigado por aguardar. Já localizei sua solicitação.,0.6011909970835109,266,AT038,2024-11-05,obrigado por aguardar ja localizei sua solicitacao
543,Obrigado por aguardar. Já localizei sua solicitação.,0.6630189160535787,295,AT022,2024-11-11,obrigado por aguardar ja localizei sua solicitacao
546,Seu protocolo é 123456. Alguma outra dúvida?,0.6417602155665957,80,AT018,2024-11-14,seu protocolo e 123456 alguma outra duvida
549,Obrigado por aguardar. Já localizei sua solicitação.,0.6412389470041309,483,AT025,2024-11-14,obrigado por aguardar ja localizei sua solicitacao
